Symbol	Decimal Value	Hex Code	Character name	General category	Character Notes	Unicode block	GraphoSemanticDescription	Latin_Look-Alike_Translit	Latin_Function-Alike_Translit	Canonical combining classes	Bidirectional category	Character decomposition mapping	Decimal digit value	Digit value		Numeric value	Mirrored	Unicode 1.0 Name	Uppercase mapping	Lowercase mapping	Titlecase mapping	Open bracket	Close Bracket	Canonical decomposition	Canonical decomp hex, via Java (only listed if different from original character)	UnicodeBlocks in decomp hex			
𐓣		104E3	OSAGE SMALL LETTER I	Ll		HIGH_SURROGATES				0	L					N		104BB		104BB			𐓣	\uD801\uDCE3	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓤		104E4	OSAGE SMALL LETTER KA	Ll		HIGH_SURROGATES				0	L					N		104BC		104BC			𐓤	\uD801\uDCE4	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓥		104E5	OSAGE SMALL LETTER EHKA	Ll		HIGH_SURROGATES				0	L					N		104BD		104BD			𐓥	\uD801\uDCE5	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓦		104E6	OSAGE SMALL LETTER KYA	Ll		HIGH_SURROGATES				0	L					N		104BE		104BE			𐓦	\uD801\uDCE6	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓧		104E7	OSAGE SMALL LETTER LA	Ll		HIGH_SURROGATES				0	L					N		104BF		104BF			𐓧	\uD801\uDCE7	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓨		104E8	OSAGE SMALL LETTER MA	Ll		HIGH_SURROGATES				0	L					N		104C0		104C0			𐓨	\uD801\uDCE8	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓩		104E9	OSAGE SMALL LETTER NA	Ll		HIGH_SURROGATES				0	L					N		104C1		104C1			𐓩	\uD801\uDCE9	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓪		104EA	OSAGE SMALL LETTER O	Ll		HIGH_SURROGATES				0	L					N		104C2		104C2			𐓪	\uD801\uDCEA	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓫		104EB	OSAGE SMALL LETTER OIN	Ll		HIGH_SURROGATES				0	L					N		104C3		104C3			𐓫	\uD801\uDCEB	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓬		104EC	OSAGE SMALL LETTER PA	Ll		HIGH_SURROGATES				0	L					N		104C4		104C4			𐓬	\uD801\uDCEC	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓭		104ED	OSAGE SMALL LETTER EHPA	Ll		HIGH_SURROGATES				0	L					N		104C5		104C5			𐓭	\uD801\uDCED	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓮		104EE	OSAGE SMALL LETTER SA	Ll		HIGH_SURROGATES				0	L					N		104C6		104C6			𐓮	\uD801\uDCEE	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓯		104EF	OSAGE SMALL LETTER SHA	Ll		HIGH_SURROGATES				0	L					N		104C7		104C7			𐓯	\uD801\uDCEF	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓰		104F0	OSAGE SMALL LETTER TA	Ll		HIGH_SURROGATES				0	L					N		104C8		104C8			𐓰	\uD801\uDCF0	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓱		104F1	OSAGE SMALL LETTER EHTA	Ll		HIGH_SURROGATES				0	L					N		104C9		104C9			𐓱	\uD801\uDCF1	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓲		104F2	OSAGE SMALL LETTER TSA	Ll		HIGH_SURROGATES				0	L					N		104CA		104CA			𐓲	\uD801\uDCF2	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓳		104F3	OSAGE SMALL LETTER EHTSA	Ll		HIGH_SURROGATES				0	L					N		104CB		104CB			𐓳	\uD801\uDCF3	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓴		104F4	OSAGE SMALL LETTER TSHA	Ll		HIGH_SURROGATES				0	L					N		104CC		104CC			𐓴	\uD801\uDCF4	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓵		104F5	OSAGE SMALL LETTER DHA	Ll		HIGH_SURROGATES				0	L					N		104CD		104CD			𐓵	\uD801\uDCF5	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓶		104F6	OSAGE SMALL LETTER U	Ll		HIGH_SURROGATES				0	L					N		104CE		104CE			𐓶	\uD801\uDCF6	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓷		104F7	OSAGE SMALL LETTER WA	Ll		HIGH_SURROGATES				0	L					N		104CF		104CF			𐓷	\uD801\uDCF7	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓸		104F8	OSAGE SMALL LETTER KHA	Ll		HIGH_SURROGATES				0	L					N		104D0		104D0			𐓸	\uD801\uDCF8	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓹		104F9	OSAGE SMALL LETTER GHA	Ll		HIGH_SURROGATES				0	L					N		104D1		104D1			𐓹	\uD801\uDCF9	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓺		104FA	OSAGE SMALL LETTER ZA	Ll		HIGH_SURROGATES				0	L					N		104D2		104D2			𐓺	\uD801\uDCFA	HIGH_SURROGATES;;;LOW_SURROGATES				
𐓻		104FB	OSAGE SMALL LETTER ZHA	Ll		HIGH_SURROGATES				0	L					N		104D3		104D3			𐓻	\uD801\uDCFB	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔀		10500	ELBASAN LETTER A	Lo		HIGH_SURROGATES				0	L					N							𐔀	\uD801\uDD00	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔁		10501	ELBASAN LETTER BE	Lo		HIGH_SURROGATES				0	L					N							𐔁	\uD801\uDD01	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔂		10502	ELBASAN LETTER CE	Lo		HIGH_SURROGATES				0	L					N							𐔂	\uD801\uDD02	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔃		10503	ELBASAN LETTER CHE	Lo		HIGH_SURROGATES				0	L					N							𐔃	\uD801\uDD03	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔄		10504	ELBASAN LETTER DE	Lo		HIGH_SURROGATES				0	L					N							𐔄	\uD801\uDD04	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔅		10505	ELBASAN LETTER NDE	Lo		HIGH_SURROGATES				0	L					N							𐔅	\uD801\uDD05	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔆		10506	ELBASAN LETTER DHE	Lo		HIGH_SURROGATES				0	L					N							𐔆	\uD801\uDD06	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔇		10507	ELBASAN LETTER EI	Lo		HIGH_SURROGATES				0	L					N							𐔇	\uD801\uDD07	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔈		10508	ELBASAN LETTER E	Lo		HIGH_SURROGATES				0	L					N							𐔈	\uD801\uDD08	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔉		10509	ELBASAN LETTER FE	Lo		HIGH_SURROGATES				0	L					N							𐔉	\uD801\uDD09	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔊		1050A	ELBASAN LETTER GE	Lo		HIGH_SURROGATES				0	L					N							𐔊	\uD801\uDD0A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔋		1050B	ELBASAN LETTER GJE	Lo		HIGH_SURROGATES				0	L					N							𐔋	\uD801\uDD0B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔌		1050C	ELBASAN LETTER HE	Lo		HIGH_SURROGATES				0	L					N							𐔌	\uD801\uDD0C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔍		1050D	ELBASAN LETTER I	Lo		HIGH_SURROGATES				0	L					N							𐔍	\uD801\uDD0D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔎		1050E	ELBASAN LETTER JE	Lo		HIGH_SURROGATES				0	L					N							𐔎	\uD801\uDD0E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔏		1050F	ELBASAN LETTER KE	Lo		HIGH_SURROGATES				0	L					N							𐔏	\uD801\uDD0F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔐		10510	ELBASAN LETTER LE	Lo		HIGH_SURROGATES				0	L					N							𐔐	\uD801\uDD10	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔑		10511	ELBASAN LETTER LLE	Lo		HIGH_SURROGATES				0	L					N							𐔑	\uD801\uDD11	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔒		10512	ELBASAN LETTER ME	Lo		HIGH_SURROGATES				0	L					N							𐔒	\uD801\uDD12	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔓		10513	ELBASAN LETTER NE	Lo		HIGH_SURROGATES				0	L					N							𐔓	\uD801\uDD13	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔔		10514	ELBASAN LETTER NA	Lo		HIGH_SURROGATES				0	L					N							𐔔	\uD801\uDD14	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔕		10515	ELBASAN LETTER NJE	Lo		HIGH_SURROGATES				0	L					N							𐔕	\uD801\uDD15	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔖		10516	ELBASAN LETTER O	Lo		HIGH_SURROGATES				0	L					N							𐔖	\uD801\uDD16	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔗		10517	ELBASAN LETTER PE	Lo		HIGH_SURROGATES				0	L					N							𐔗	\uD801\uDD17	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔘		10518	ELBASAN LETTER QE	Lo		HIGH_SURROGATES				0	L					N							𐔘	\uD801\uDD18	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔙		10519	ELBASAN LETTER RE	Lo		HIGH_SURROGATES				0	L					N							𐔙	\uD801\uDD19	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔚		1051A	ELBASAN LETTER RRE	Lo		HIGH_SURROGATES				0	L					N							𐔚	\uD801\uDD1A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔛		1051B	ELBASAN LETTER SE	Lo		HIGH_SURROGATES				0	L					N							𐔛	\uD801\uDD1B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔜		1051C	ELBASAN LETTER SHE	Lo		HIGH_SURROGATES				0	L					N							𐔜	\uD801\uDD1C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔝		1051D	ELBASAN LETTER TE	Lo		HIGH_SURROGATES				0	L					N							𐔝	\uD801\uDD1D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔞		1051E	ELBASAN LETTER THE	Lo		HIGH_SURROGATES				0	L					N							𐔞	\uD801\uDD1E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔟		1051F	ELBASAN LETTER U	Lo		HIGH_SURROGATES				0	L					N							𐔟	\uD801\uDD1F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔠		10520	ELBASAN LETTER VE	Lo		HIGH_SURROGATES				0	L					N							𐔠	\uD801\uDD20	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔡		10521	ELBASAN LETTER XE	Lo		HIGH_SURROGATES				0	L					N							𐔡	\uD801\uDD21	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔢		10522	ELBASAN LETTER Y	Lo		HIGH_SURROGATES				0	L					N							𐔢	\uD801\uDD22	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔣		10523	ELBASAN LETTER ZE	Lo		HIGH_SURROGATES				0	L					N							𐔣	\uD801\uDD23	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔤		10524	ELBASAN LETTER ZHE	Lo		HIGH_SURROGATES				0	L					N							𐔤	\uD801\uDD24	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔥		10525	ELBASAN LETTER GHE	Lo		HIGH_SURROGATES				0	L					N							𐔥	\uD801\uDD25	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔦		10526	ELBASAN LETTER GHAMMA	Lo		HIGH_SURROGATES				0	L					N							𐔦	\uD801\uDD26	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔧		10527	ELBASAN LETTER KHE	Lo		HIGH_SURROGATES				0	L					N							𐔧	\uD801\uDD27	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔰		10530	CAUCASIAN ALBANIAN LETTER ALT	Lo		HIGH_SURROGATES				0	L					N							𐔰	\uD801\uDD30	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔱		10531	CAUCASIAN ALBANIAN LETTER BET	Lo		HIGH_SURROGATES				0	L					N							𐔱	\uD801\uDD31	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔲		10532	CAUCASIAN ALBANIAN LETTER GIM	Lo		HIGH_SURROGATES				0	L					N							𐔲	\uD801\uDD32	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔳		10533	CAUCASIAN ALBANIAN LETTER DAT	Lo		HIGH_SURROGATES				0	L					N							𐔳	\uD801\uDD33	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔴		10534	CAUCASIAN ALBANIAN LETTER EB	Lo		HIGH_SURROGATES				0	L					N							𐔴	\uD801\uDD34	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔵		10535	CAUCASIAN ALBANIAN LETTER ZARL	Lo		HIGH_SURROGATES				0	L					N							𐔵	\uD801\uDD35	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔶		10536	CAUCASIAN ALBANIAN LETTER EYN	Lo		HIGH_SURROGATES				0	L					N							𐔶	\uD801\uDD36	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔷		10537	CAUCASIAN ALBANIAN LETTER ZHIL	Lo		HIGH_SURROGATES				0	L					N							𐔷	\uD801\uDD37	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔸		10538	CAUCASIAN ALBANIAN LETTER TAS	Lo		HIGH_SURROGATES				0	L					N							𐔸	\uD801\uDD38	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔹		10539	CAUCASIAN ALBANIAN LETTER CHA	Lo		HIGH_SURROGATES				0	L					N							𐔹	\uD801\uDD39	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔺		1053A	CAUCASIAN ALBANIAN LETTER YOWD	Lo		HIGH_SURROGATES				0	L					N							𐔺	\uD801\uDD3A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔻		1053B	CAUCASIAN ALBANIAN LETTER ZHA	Lo		HIGH_SURROGATES				0	L					N							𐔻	\uD801\uDD3B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔼		1053C	CAUCASIAN ALBANIAN LETTER IRB	Lo		HIGH_SURROGATES				0	L					N							𐔼	\uD801\uDD3C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔽		1053D	CAUCASIAN ALBANIAN LETTER SHA	Lo		HIGH_SURROGATES				0	L					N							𐔽	\uD801\uDD3D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔾		1053E	CAUCASIAN ALBANIAN LETTER LAN	Lo		HIGH_SURROGATES				0	L					N							𐔾	\uD801\uDD3E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐔿		1053F	CAUCASIAN ALBANIAN LETTER INYA	Lo		HIGH_SURROGATES				0	L					N							𐔿	\uD801\uDD3F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕀		10540	CAUCASIAN ALBANIAN LETTER XEYN	Lo		HIGH_SURROGATES				0	L					N							𐕀	\uD801\uDD40	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕁		10541	CAUCASIAN ALBANIAN LETTER DYAN	Lo		HIGH_SURROGATES				0	L					N							𐕁	\uD801\uDD41	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕂		10542	CAUCASIAN ALBANIAN LETTER CAR	Lo		HIGH_SURROGATES				0	L					N							𐕂	\uD801\uDD42	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕃		10543	CAUCASIAN ALBANIAN LETTER JHOX	Lo		HIGH_SURROGATES				0	L					N							𐕃	\uD801\uDD43	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕄		10544	CAUCASIAN ALBANIAN LETTER KAR	Lo		HIGH_SURROGATES				0	L					N							𐕄	\uD801\uDD44	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕅		10545	CAUCASIAN ALBANIAN LETTER LYIT	Lo		HIGH_SURROGATES				0	L					N							𐕅	\uD801\uDD45	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕆		10546	CAUCASIAN ALBANIAN LETTER HEYT	Lo		HIGH_SURROGATES				0	L					N							𐕆	\uD801\uDD46	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕇		10547	CAUCASIAN ALBANIAN LETTER QAY	Lo		HIGH_SURROGATES				0	L					N							𐕇	\uD801\uDD47	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕈		10548	CAUCASIAN ALBANIAN LETTER AOR	Lo		HIGH_SURROGATES				0	L					N							𐕈	\uD801\uDD48	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕉		10549	CAUCASIAN ALBANIAN LETTER CHOY	Lo		HIGH_SURROGATES				0	L					N							𐕉	\uD801\uDD49	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕊		1054A	CAUCASIAN ALBANIAN LETTER CHI	Lo		HIGH_SURROGATES				0	L					N							𐕊	\uD801\uDD4A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕋		1054B	CAUCASIAN ALBANIAN LETTER CYAY	Lo		HIGH_SURROGATES				0	L					N							𐕋	\uD801\uDD4B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕌		1054C	CAUCASIAN ALBANIAN LETTER MAQ	Lo		HIGH_SURROGATES				0	L					N							𐕌	\uD801\uDD4C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕍		1054D	CAUCASIAN ALBANIAN LETTER QAR	Lo		HIGH_SURROGATES				0	L					N							𐕍	\uD801\uDD4D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕎		1054E	CAUCASIAN ALBANIAN LETTER NOWC	Lo		HIGH_SURROGATES				0	L					N							𐕎	\uD801\uDD4E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕏		1054F	CAUCASIAN ALBANIAN LETTER DZYAY	Lo		HIGH_SURROGATES				0	L					N							𐕏	\uD801\uDD4F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕐		10550	CAUCASIAN ALBANIAN LETTER SHAK	Lo		HIGH_SURROGATES				0	L					N							𐕐	\uD801\uDD50	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕑		10551	CAUCASIAN ALBANIAN LETTER JAYN	Lo		HIGH_SURROGATES				0	L					N							𐕑	\uD801\uDD51	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕒		10552	CAUCASIAN ALBANIAN LETTER ON	Lo		HIGH_SURROGATES				0	L					N							𐕒	\uD801\uDD52	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕓		10553	CAUCASIAN ALBANIAN LETTER TYAY	Lo		HIGH_SURROGATES				0	L					N							𐕓	\uD801\uDD53	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕔		10554	CAUCASIAN ALBANIAN LETTER FAM	Lo		HIGH_SURROGATES				0	L					N							𐕔	\uD801\uDD54	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕕		10555	CAUCASIAN ALBANIAN LETTER DZAY	Lo		HIGH_SURROGATES				0	L					N							𐕕	\uD801\uDD55	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕖		10556	CAUCASIAN ALBANIAN LETTER CHAT	Lo		HIGH_SURROGATES				0	L					N							𐕖	\uD801\uDD56	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕗		10557	CAUCASIAN ALBANIAN LETTER PEN	Lo		HIGH_SURROGATES				0	L					N							𐕗	\uD801\uDD57	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕘		10558	CAUCASIAN ALBANIAN LETTER GHEYS	Lo		HIGH_SURROGATES				0	L					N							𐕘	\uD801\uDD58	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕙		10559	CAUCASIAN ALBANIAN LETTER RAT	Lo		HIGH_SURROGATES				0	L					N							𐕙	\uD801\uDD59	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕚		1055A	CAUCASIAN ALBANIAN LETTER SEYK	Lo		HIGH_SURROGATES				0	L					N							𐕚	\uD801\uDD5A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕛		1055B	CAUCASIAN ALBANIAN LETTER VEYZ	Lo		HIGH_SURROGATES				0	L					N							𐕛	\uD801\uDD5B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕜		1055C	CAUCASIAN ALBANIAN LETTER TIWR	Lo		HIGH_SURROGATES				0	L					N							𐕜	\uD801\uDD5C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕝		1055D	CAUCASIAN ALBANIAN LETTER SHOY	Lo		HIGH_SURROGATES				0	L					N							𐕝	\uD801\uDD5D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕞		1055E	CAUCASIAN ALBANIAN LETTER IWN	Lo		HIGH_SURROGATES				0	L					N							𐕞	\uD801\uDD5E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕟		1055F	CAUCASIAN ALBANIAN LETTER CYAW	Lo		HIGH_SURROGATES				0	L					N							𐕟	\uD801\uDD5F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕠		10560	CAUCASIAN ALBANIAN LETTER CAYN	Lo		HIGH_SURROGATES				0	L					N							𐕠	\uD801\uDD60	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕡		10561	CAUCASIAN ALBANIAN LETTER YAYD	Lo		HIGH_SURROGATES				0	L					N							𐕡	\uD801\uDD61	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕢		10562	CAUCASIAN ALBANIAN LETTER PIWR	Lo		HIGH_SURROGATES				0	L					N							𐕢	\uD801\uDD62	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕣		10563	CAUCASIAN ALBANIAN LETTER KIW	Lo		HIGH_SURROGATES				0	L					N							𐕣	\uD801\uDD63	HIGH_SURROGATES;;;LOW_SURROGATES				
𐕯		1056F	CAUCASIAN ALBANIAN CITATION MARK	Po		HIGH_SURROGATES				0	L					N							𐕯	\uD801\uDD6F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘀		10600	LINEAR A SIGN AB001	Lo		HIGH_SURROGATES				0	L					N							𐘀	\uD801\uDE00	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘁		10601	LINEAR A SIGN AB002	Lo		HIGH_SURROGATES				0	L					N							𐘁	\uD801\uDE01	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘂		10602	LINEAR A SIGN AB003	Lo		HIGH_SURROGATES				0	L					N							𐘂	\uD801\uDE02	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘃		10603	LINEAR A SIGN AB004	Lo		HIGH_SURROGATES				0	L					N							𐘃	\uD801\uDE03	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘄		10604	LINEAR A SIGN AB005	Lo		HIGH_SURROGATES				0	L					N							𐘄	\uD801\uDE04	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘅		10605	LINEAR A SIGN AB006	Lo		HIGH_SURROGATES				0	L					N							𐘅	\uD801\uDE05	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘆		10606	LINEAR A SIGN AB007	Lo		HIGH_SURROGATES				0	L					N							𐘆	\uD801\uDE06	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘇		10607	LINEAR A SIGN AB008	Lo		HIGH_SURROGATES				0	L					N							𐘇	\uD801\uDE07	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘈		10608	LINEAR A SIGN AB009	Lo		HIGH_SURROGATES				0	L					N							𐘈	\uD801\uDE08	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘉		10609	LINEAR A SIGN AB010	Lo		HIGH_SURROGATES				0	L					N							𐘉	\uD801\uDE09	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘊		1060A	LINEAR A SIGN AB011	Lo		HIGH_SURROGATES				0	L					N							𐘊	\uD801\uDE0A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘋		1060B	LINEAR A SIGN AB013	Lo		HIGH_SURROGATES				0	L					N							𐘋	\uD801\uDE0B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘌		1060C	LINEAR A SIGN AB016	Lo		HIGH_SURROGATES				0	L					N							𐘌	\uD801\uDE0C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘍		1060D	LINEAR A SIGN AB017	Lo		HIGH_SURROGATES				0	L					N							𐘍	\uD801\uDE0D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘎		1060E	LINEAR A SIGN AB020	Lo		HIGH_SURROGATES				0	L					N							𐘎	\uD801\uDE0E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘏		1060F	LINEAR A SIGN AB021	Lo		HIGH_SURROGATES				0	L					N							𐘏	\uD801\uDE0F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘐		10610	LINEAR A SIGN AB021F	Lo		HIGH_SURROGATES				0	L					N							𐘐	\uD801\uDE10	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘑		10611	LINEAR A SIGN AB021M	Lo		HIGH_SURROGATES				0	L					N							𐘑	\uD801\uDE11	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘒		10612	LINEAR A SIGN AB022	Lo		HIGH_SURROGATES				0	L					N							𐘒	\uD801\uDE12	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘓		10613	LINEAR A SIGN AB022F	Lo		HIGH_SURROGATES				0	L					N							𐘓	\uD801\uDE13	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘔		10614	LINEAR A SIGN AB022M	Lo		HIGH_SURROGATES				0	L					N							𐘔	\uD801\uDE14	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘕		10615	LINEAR A SIGN AB023	Lo		HIGH_SURROGATES				0	L					N							𐘕	\uD801\uDE15	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘖		10616	LINEAR A SIGN AB023M	Lo		HIGH_SURROGATES				0	L					N							𐘖	\uD801\uDE16	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘗		10617	LINEAR A SIGN AB024	Lo		HIGH_SURROGATES				0	L					N							𐘗	\uD801\uDE17	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘘		10618	LINEAR A SIGN AB026	Lo		HIGH_SURROGATES				0	L					N							𐘘	\uD801\uDE18	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘙		10619	LINEAR A SIGN AB027	Lo		HIGH_SURROGATES				0	L					N							𐘙	\uD801\uDE19	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘚		1061A	LINEAR A SIGN AB028	Lo		HIGH_SURROGATES				0	L					N							𐘚	\uD801\uDE1A	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘛		1061B	LINEAR A SIGN A028B	Lo		HIGH_SURROGATES				0	L					N							𐘛	\uD801\uDE1B	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘜		1061C	LINEAR A SIGN AB029	Lo		HIGH_SURROGATES				0	L					N							𐘜	\uD801\uDE1C	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘝		1061D	LINEAR A SIGN AB030	Lo		HIGH_SURROGATES				0	L					N							𐘝	\uD801\uDE1D	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘞		1061E	LINEAR A SIGN AB031	Lo		HIGH_SURROGATES				0	L					N							𐘞	\uD801\uDE1E	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘟		1061F	LINEAR A SIGN AB034	Lo		HIGH_SURROGATES				0	L					N							𐘟	\uD801\uDE1F	HIGH_SURROGATES;;;LOW_SURROGATES				
𐘠		10620	LINEAR A SIGN AB037	Lo		HIGH_SURROGATES				0	L					N							𐘠	\uD801\uDE20	HIGH_SURROGATES;;;LOW_SURROGATES				
